       8.7083753      -22.801500
       8.7291236      -22.732339
       8.7498718      -22.663178
       8.7706201      -22.594018
       8.7913683      -22.524857
       8.8121166      -22.455696
       8.8328649      -22.386535
       8.8536131      -22.317375
       8.8743614      -22.248214
       8.8951097      -22.179053
       8.9158579      -22.109892
       8.9366062      -22.040731
       8.9573544      -21.971571
       8.9781027      -21.902410
       8.9988510      -21.833249
       9.0195992      -21.764088
       9.0403475      -21.694927
       9.0610957      -21.625766
       9.0818440      -21.556606
       9.1025923      -21.487445
       9.1233405      -21.418284
       9.1440888      -21.349123
       9.1648371      -21.279963
       9.1855853      -21.210802
       9.2063336      -21.141641
       9.2270818      -21.072480
       9.2478301      -21.003319
       9.2685784      -20.934159
       9.2893266      -20.864998
       9.3100749      -20.795837
       9.3308232      -20.726676
       9.3515714      -20.657516
       9.3723197      -20.588355
       9.3930679      -20.519194
       9.4138162      -20.450033
       9.4345645      -20.380872
       9.4553127      -20.311711
       9.4760610      -20.242551
       9.4968092      -20.173390
       9.5175575      -20.104229
       9.5383058      -20.035068
       9.5590540      -19.965907
       9.5798023      -19.896747
       9.6005506      -19.827586
       9.6212988      -19.758425
       9.6420471      -19.689264
       9.6627953      -19.620104
       9.6835436      -19.550943
       9.7042919      -19.481782
       9.7250401      -19.412621
       9.7457884      -19.343460
       9.7665366      -19.274299
       9.7872849      -19.205139
       9.8080332      -19.135978
       9.8287814      -19.066817
       9.8495297      -18.997656
       9.8702780      -18.928495
       9.8910262      -18.859335
       9.9117745      -18.790174
       9.9325227      -18.721013
       9.9532710      -18.651852
       9.9740193      -18.582692
       9.9947675      -18.513532
       10.015516      -18.444371
       10.036264      -18.375209
       10.057012      -18.306048
       10.077761      -18.236887
       10.098509      -18.167726
       10.119257      -18.098565
       10.140005      -18.029405
       10.160754      -17.960245
       10.181502      -17.891084
       10.202250      -17.821924
       10.222998      -17.752764
       10.243747      -17.683603
       10.264495      -17.614441
       10.285243      -17.545280
       10.305991      -17.476118
       10.326740      -17.406958
       10.347488      -17.337798
       10.368236      -17.268637
       10.388984      -17.199477
       10.409733      -17.130315
       10.430481      -17.061154
       10.451229      -16.991992
       10.471978      -16.922832
       10.492726      -16.853672
       10.513474      -16.784513
       10.534222      -16.715355
       10.554971      -16.646202
       10.575719      -16.577066
       10.596467      -16.507958
       10.617215      -16.438897
       10.637964      -16.369935
       10.658712      -16.301136
       10.679460      -16.232578
       10.700208      -16.164358
       10.720957      -16.096599
       10.741705      -16.029465
       10.762453      -15.963134
       10.783201      -15.897714
       10.803950      -15.833347
       10.824698      -15.770254
       10.845446      -15.708554
       10.866195      -15.648257
       10.886943      -15.589479
       10.907691      -15.532377
       10.928439      -15.476881
       10.949188      -15.422957
       10.969936      -15.370691
       10.990684      -15.320063
       11.011432      -15.270936
       11.032181      -15.223279
