Values for the energy of the high-energetic photons in GeV, Corresponding values for the flux (nu*F_nu) in GeV/(s*cm^2)
0.0408799080007 8.78432705511e-07
0.0424546643972 8.75019253993e-07
0.0440900828115 8.71648038982e-07
0.045788500037 8.68319080553e-07
0.0475523428842 8.65032286711e-07
0.0493841316476 8.61787623013e-07
0.0512864837075 8.5858508794e-07
0.0532621172699 8.55424628062e-07
0.0553138552498 8.52306140973e-07
0.0574446293055 8.49229609632e-07
0.0596574840272 8.46195037753e-07
0.0619555812873 8.43202313464e-07
0.0643422047584 8.40251304689e-07
0.066820764605 8.37341901552e-07
0.0693948023567 8.34474035641e-07
0.0720679959679 8.31647496168e-07
0.0748441650735 8.28862157497e-07
0.0777272764466 8.26117889546e-07
0.0807214496665 8.2341460827e-07
0.0838309630047 8.20752064863e-07
0.0870602595386 8.1813013643e-07
0.0904139534996 8.15548626618e-07
0.0938968368662 8.13007395697e-07
0.0975138862114 8.10506177472e-07
0.101270269813 8.08044824788e-07
0.10517135504 8.05623115164e-07
0.109222716018 8.03240921062e-07
0.113430141599 8.00898022328e-07
0.117799643631 7.98594229288e-07
0.122337465543 7.96329247465e-07
0.127050091276 7.94102820822e-07
0.131944254538 7.91914739344e-07
0.137026948433 7.89764806765e-07
0.142305435447 7.87652792231e-07
0.147787257831 7.85578502719e-07
0.153480248373 7.83541744486e-07
0.159392541591 7.8154199913e-07
0.165532585361 7.79579047565e-07
0.17190915298 7.77652789378e-07
0.178531355708 7.75763096354e-07
0.185408655783 7.7390946236e-07
0.192550879945 7.72091763052e-07
0.199968233473 7.7030986148e-07
0.20767131477 7.68563414991e-07
0.215671130506 7.66851989188e-07
0.223979111343 7.65175764461e-07
0.232607128272 7.63534629295e-07
0.24156750957 7.61928138467e-07
0.250873058419 7.60356063096e-07
0.260537071201 7.58818393502e-07
0.270573356493 7.57314770193e-07
0.280996254799 7.55844611872e-07
0.291820659043 7.54407658612e-07
0.303062035844 7.53003816032e-07
0.314736447623 7.51632677834e-07
0.326860575546 7.50293369146e-07
0.339451743366 7.48986199126e-07
0.352527942171 7.47710911892e-07
0.366107856095 7.46467071895e-07
0.380210889013 7.4525417612e-07
0.394857192264 7.44072355992e-07
0.410067693452 7.42921446876e-07
0.425864126342 7.41800521308e-07
0.442269061915 7.40709411796e-07
0.459305940623 7.39648255548e-07
0.47699910588 7.38164043483e-07
0.495373838843 7.3606538159e-07
0.514456394542 7.33676755801e-07
0.534274039386 7.3110915148e-07
0.55485509013 7.28431252165e-07
0.576228954335 7.25695163842e-07
0.598426172383 7.2294106553e-07
0.62147846112 7.20199782329e-07
0.645418759173 7.17496780715e-07
0.670281274015 7.1485421648e-07
0.696101530843 7.12288210712e-07
0.722916423339 7.09810436064e-07
0.750764266386 7.07432165122e-07
0.779684850814 7.05161686667e-07
0.809719500257 7.03003449337e-07
0.840911130197 7.00960750577e-07
0.87330430929 6.98700699719e-07
0.906945323039 6.95852210007e-07
0.941882239939 6.92791994978e-07
0.978164980156 6.89650103527e-07
1.01584538686 6.86451082153e-07
1.05497730028 6.83331337604e-07
1.09561663469 6.8022856658e-07
1.13782145823 6.77255010817e-07
1.18165207594 6.74397116027e-07
1.22717111587 6.71660961675e-07
1.27444361865 6.69055532938e-07
1.32353713031 6.66662315223e-07
1.37452179892 6.64377543266e-07
1.4274704747 6.62280327984e-07
1.48245881423 6.60363543961e-07
1.53956538844 6.58575866072e-07
1.59887179499 6.56956449811e-07
1.66046277475 6.55553887868e-07
1.72442633297 6.54238831759e-07
1.790853865 6.53110148505e-07
1.85984028686 6.52146975117e-07
1.9314841709 6.5126769954e-07
2.0058878866 6.50164697323e-07
2.0831577469 6.47127662533e-07
2.16340416004 6.43209764646e-07
2.24674178739 6.38750064426e-07
2.33328970724 6.3402845002e-07
2.42317158494 6.2915838849e-07
2.51651584963 6.24288395625e-07
2.61345587775 6.1949388983e-07
2.71413018358 6.14738054896e-07
2.8186826172 6.1016443986e-07
2.92726257 6.03620429357e-07
3.04002518815 5.96187705452e-07
3.15713159432 5.88446338596e-07
3.27874911784 5.80570440359e-07
3.40505153383 5.72883489633e-07
3.53621931148 5.65388791886e-07
3.67243987196 5.58083942575e-07
3.81390785616 5.51354619602e-07
3.96082540284 5.44950963906e-07
4.11340243746 5.38918647178e-07
4.27185697213 5.33369422195e-07
4.43641541712 5.28301986228e-07
4.60731290435 5.23564204934e-07
4.7847936234 5.194565762e-07
4.9691111704 5.15151226157e-07
5.16052891039 5.11158429628e-07
5.35932035362 5.07165458524e-07
5.5657695464 5.03479645241e-07
5.78017147691 4.99952812855e-07
6.00283249674 4.96922259264e-07
6.23407075861 4.94390273716e-07
6.47421667095 4.91637023937e-07
6.72361337004 4.8600612513e-07
6.98261721031 4.79404093958e-07
7.25159827347 4.72190449093e-07
7.53094089737 4.64962128816e-07
7.82104422514 4.57494262686e-07
8.12232277548 4.50420890713e-07
8.43520703502 4.43422549126e-07
8.76014407338 4.36874791585e-07
9.09759818197 4.30767254577e-07
9.44805153742 4.2488655613e-07
9.81200489056 4.19568137673e-07
10.1899782819 4.14640801379e-07
10.5825117846 4.10208156866e-07
10.9901662765 4.06349936424e-07
11.413524241 4.02344088374e-07
11.8531906 3.99198843145e-07
12.3097935776 3.96315463524e-07
12.7839855981 3.89743455498e-07
13.2764442185 3.80343506315e-07
13.7878730958 3.70168521732e-07
14.3190029934 3.5971639362e-07
14.8705928247 3.49282358525e-07
15.4434307374 3.39540257136e-07
16.03833524 3.29951295936e-07
16.6561563713 3.21416847343e-07
